,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
5030,199.27096,0.27398,-102.54961,-0.89390,229.09483,-120.58058,Q4,2.53042,0.29517,8.85851,0.13374,True,945.08001
5031,200.74144,-1.74336,-100.77133,-0.89952,230.54211,-119.52934,Q3,0.02929,-0.02422,3.84330,2.60240,True,953.32154
5032,199.79305,0.06694,-95.33629,-0.89225,229.59780,-121.03539,Q4,1.39193,-0.42462,10.01272,-2.87044,True,951.29710
5033,200.26174,0.24396,-102.69292,-0.88616,230.05013,-121.38050,Q3,0.61908,1.35114,10.21911,-2.64372,True,949.96224
5034,199.55436,-0.30880,-99.62364,-0.88316,229.34337,-122.57771,Q4,-1.37293,1.17080,14.29882,1.84339,True,947.95997
5035,198.72402,-1.03202,-93.18314,-0.89402,228.51778,-119.22324,Boom!,-0.66298,-0.46208,10.41213,5.46064,True,947.02852
5036,199.40736,-0.78195,-99.42423,-0.90577,229.22634,-120.58917,Q4,0.05479,-0.78354,9.22279,2.72436,True,947.32467
5037,199.58433,-0.45340,-99.36427,-0.89388,229.38572,-121.61177,Q4,0.40736,0.60640,12.72104,3.15304,True,948.23954
5038,199.30820,0.43072,-106.04297,-0.89424,229.09919,-122.00724,Q4,-1.04084,-0.12746,6.46134,-0.07277,True,943.51950
5039,200.75792,0.28429,-97.17660,-0.87946,230.52569,-119.56664,Q3,0.15457,0.27168,20.59681,0.33203,True,955.20132
5040,200.34207,0.56520,-99.92768,-0.89985,230.16722,-121.58792,Q3,-1.28014,-0.62922,10.65800,3.00219,True,951.74650
5041,199.24976,-0.71291,-104.86717,-0.89257,229.04915,-121.84034,Q4,0.42841,-2.18958,8.61504,-5.44523,True,943.81520
5042,199.96918,-0.98121,-97.88159,-0.88815,229.76626,-120.68362,Q4,-1.11705,-0.47708,11.37667,9.21449,True,950.90511
5043,196.98250,-0.40840,-94.58619,-0.88875,226.79988,-116.43212,Boom!,-0.56562,-2.08218,9.68212,-6.16789,True,937.61940
5044,202.42484,0.70401,-100.69594,-0.88192,232.19444,-123.39969,Q1,-0.48869,0.94741,10.97914,-0.71170,True,961.77624
5045,201.81716,0.84507,-103.78438,-0.90303,231.65083,-121.57252,Q2,-0.02084,1.11468,10.07690,-1.37831,True,957.19360
5046,201.60639,-0.08179,-100.33450,-0.89368,231.43523,-124.05838,Q2,-0.31141,1.25296,12.24468,-5.46831,True,957.86472
5047,198.67444,-1.18917,-102.74059,-0.89206,228.46346,-117.94670,Boom!,0.71929,0.16887,7.11125,-0.83155,True,942.00191
5048,199.31026,-0.83629,-103.34947,-0.87872,229.09106,-118.70605,Q4,2.39230,-3.18672,9.86612,-2.72834,True,944.87655
5049,198.93424,-1.04021,-97.08033,-0.89462,228.74657,-120.24715,Boom!,0.94811,-0.82591,10.39178,0.24439,True,946.13105
5050,200.71947,-1.68846,-100.89567,-0.89019,230.50456,-121.48023,Q3,-3.42946,-2.18997,8.03300,-2.75066,True,953.14950
5051,199.15140,-0.02897,-100.15293,-0.90083,228.96054,-120.54040,Q4,0.89455,-0.33277,10.51886,5.21095,True,945.68056
5052,199.70489,-1.04213,-102.39255,-0.89332,229.49195,-122.22415,Q4,0.90299,0.28534,13.23726,0.43631,True,947.32817
5053,199.75651,1.33129,-96.68192,-0.88435,229.54360,-119.06335,Q4,1.57073,-1.67739,13.03784,-0.09311,True,950.44157
5054,199.89600,0.18702,-92.71209,-0.89251,229.71547,-121.35867,Q4,0.75791,-1.08585,10.29523,0.44995,True,953.12394
5055,200.30102,-0.25656,-103.51348,-0.87908,230.06344,-123.29408,Q3,0.81112,1.23019,7.14486,2.63329,True,949.74835
5056,199.62811,-0.26284,-98.03254,-0.88235,229.41942,-121.68489,Q4,-2.25308,-1.49340,10.51261,-1.42262,True,949.12426
5057,200.41028,0.32646,-103.55105,-0.88966,230.21819,-122.35937,Q3,-0.74028,-1.80185,11.75390,-4.68096,True,950.27585
5058,199.43898,-0.67734,-96.75556,-0.88803,229.19806,-122.25043,Q4,0.82477,-0.63978,11.44937,-0.59207,True,948.81710
5059,199.75813,-0.34979,-100.29706,-0.89928,229.59053,-118.91259,Q4,0.14424,1.07886,11.22750,0.12950,True,948.64211
5060,201.38875,0.82143,-99.61257,-0.88106,231.16384,-124.62039,Q2,-0.01542,0.07562,10.08449,4.51107,True,957.13749
5061,199.79579,-0.19167,-102.26713,-0.88136,229.59358,-120.75856,Q4,-0.10344,1.17048,15.44157,0.18955,True,947.84539
5062,200.78959,-1.67223,-97.33214,-0.88068,230.57702,-123.30060,Q3,0.64383,-0.57510,16.93185,-2.11193,True,955.28187
5063,199.03360,-0.00772,-99.68783,-0.90611,228.85850,-120.33906,Q4,-0.37508,0.98217,12.55931,3.54577,True,945.32410
5064,200.38154,0.77563,-102.04337,-0.87822,230.16781,-121.07861,Q3,-1.54799,-0.46813,9.60187,-6.82110,True,950.88603
5065,200.55256,0.63282,-103.15626,-0.89695,230.35298,-121.73769,Q3,-1.45301,-0.78308,8.83810,-2.06401,True,951.18468
5066,200.49815,1.78002,-100.51476,-0.89021,230.31996,-123.31510,Q3,0.80902,0.03610,8.88239,-0.23735,True,952.23339
5067,199.75265,0.14701,-101.32487,-0.89432,229.55733,-118.89086,Q4,-1.39009,-1.67240,10.56346,1.58090,True,948.10083
5068,198.63538,-0.66227,-100.47168,-0.89228,228.44927,-119.58634,Boom!,-0.56875,2.17081,14.13927,3.42147,True,942.94108
5069,198.54194,0.07702,-98.39504,-0.88439,228.32479,-118.82335,Boom!,-0.34633,0.18233,7.93974,1.89539,True,943.51218
5070,198.82874,0.16086,-99.91699,-0.88631,228.62459,-119.44616,Boom!,0.11302,-2.79335,15.36787,0.44267,True,944.18522
5071,199.24943,0.07165,-102.89447,-0.89276,229.07206,-120.65695,Q4,2.11366,-2.47029,7.26446,-3.16838,True,944.79993
5072,198.06067,-0.04418,-98.58048,-0.88630,227.86761,-120.05308,Boom!,-2.27143,2.80996,9.02886,-0.64342,True,941.01311
5073,200.61420,1.04101,-98.88729,-0.88299,230.41319,-122.59522,Q3,0.25943,0.18845,7.19251,4.38040,True,953.62735
5074,200.58772,1.97565,-97.66631,-0.87981,230.37037,-120.55614,Q3,-1.00830,1.22731,11.88954,-7.51739,True,954.10543
5075,200.81242,1.19243,-93.10193,-0.89615,230.61393,-122.34188,Q3,1.07777,-0.75997,9.48243,0.33831,True,957.51112
5076,199.16566,-0.25948,-99.67448,-0.88452,228.95722,-119.85761,Q4,-1.06104,-2.25377,11.36995,-1.11007,True,945.99105
5077,200.13525,-0.38279,-96.78933,-0.89186,229.95542,-122.41582,Q3,-0.53880,-1.76173,11.68454,-6.17658,True,952.28156
5078,199.87843,-0.59646,-92.84126,-0.89006,229.66714,-120.51196,Q4,0.44059,0.32215,8.03501,-4.01275,True,952.97154
5079,200.34268,2.07259,-103.24171,-0.89607,230.16785,-123.38732,Q3,-0.50416,-0.41471,15.81159,3.77979,True,950.09256
5080,198.62289,0.35142,-98.20943,-0.89072,228.40831,-121.45134,Boom!,-0.24942,1.42391,11.50724,-4.79135,True,944.00973
5081,200.93383,-0.18465,-100.39152,-0.89795,230.74068,-120.97018,Q3,0.10069,-2.29233,8.20182,-6.66445,True,954.47341
5082,199.49309,0.39196,-98.38721,-0.89681,229.29355,-119.39051,Q4,2.14145,-1.10326,11.44524,-1.57429,True,948.27187
5083,200.08801,0.50022,-99.79592,-0.88874,229.87818,-122.49294,Q3,-0.65401,-0.30641,12.86977,-2.35126,True,950.54210
5084,200.87584,0.76702,-99.01947,-0.88567,230.67068,-121.23983,Q3,2.55558,2.46604,11.58651,4.69301,True,954.86949
5085,201.35088,0.43833,-98.30084,-0.88806,231.14746,-121.61302,Q2,-0.45535,-0.41048,10.69015,3.54034,True,957.60397
5086,202.02921,0.21721,-100.91507,-0.89527,231.84473,-121.34724,Q1,-1.15539,1.62540,15.97594,1.80687,True,959.68854
5087,199.37083,-0.07004,-97.87134,-0.88788,229.15885,-118.53558,Q4,-0.12896,-0.39517,10.09082,-1.79806,True,947.91846
5088,199.80142,0.42003,-99.46895,-0.89755,229.60420,-120.11018,Q4,-0.59034,0.81728,10.50303,-2.60354,True,949.27262
5089,200.75907,0.30426,-97.11298,-0.88859,230.57268,-122.63233,Q3,0.17364,1.09091,12.93702,0.99965,True,955.23885
5090,199.79972,-0.21762,-94.98329,-0.88289,229.59305,-120.83883,Q4,2.03271,-1.12072,12.26531,-3.29434,True,951.50696
5091,198.55451,-0.03912,-103.52622,-0.89568,228.38262,-118.64664,Boom!,0.50506,-1.11080,5.46066,-3.15620,True,941.00945
5092,200.22774,0.30055,-98.87460,-0.89215,230.03313,-121.68363,Q3,-0.96101,-0.51434,9.28942,0.22274,True,951.70142
5093,201.55556,0.74291,-100.34951,-0.88087,231.32762,-122.53818,Q2,-0.82794,-0.43211,5.69643,-0.07469,True,957.60304
5094,198.72278,-0.90010,-95.53528,-0.87722,228.51959,-119.25144,Boom!,0.78135,2.21137,10.78458,-2.26399,True,945.84624
5095,199.99206,0.41953,-101.64239,-0.89560,229.82406,-120.68765,Q4,-0.78148,-0.27091,11.88939,-2.54147,True,949.13912
5096,199.99973,1.31246,-105.71610,-0.88911,229.77763,-118.19320,Q3,0.12122,-0.88150,11.98745,0.49850,True,947.14061
5097,201.23519,0.05095,-105.56804,-0.90393,231.04708,-124.43716,Q2,1.14287,-0.61373,13.34699,2.65578,True,953.39192
5098,202.03965,1.40978,-101.43433,-0.88507,231.83071,-122.28711,Q1,1.17240,0.48907,7.96736,4.06262,True,959.48107
5099,199.82209,-0.16715,-102.10690,-0.87759,229.61495,-121.14572,Q4,0.33812,1.66890,5.67353,-0.73828,True,948.05702
5100,201.02030,1.14959,-96.92451,-0.89018,230.83531,-121.54425,Q2,-2.14539,2.89920,7.07124,1.80656,True,956.63925
5101,201.42942,0.47690,-98.56881,-0.88357,231.21425,-120.63252,Q2,0.48640,0.25890,10.48831,-6.55770,True,957.86270
5102,200.47823,-0.32529,-99.31328,-0.88931,230.29671,-119.58625,Q3,0.03377,-1.02817,15.53084,-6.33061,True,952.73451
5103,198.98889,0.86880,-97.98705,-0.89165,228.78771,-120.28945,Boom!,0.16436,0.17337,11.50599,-6.78055,True,945.95091
5104,199.80558,0.15451,-99.38912,-0.89005,229.59532,-119.45230,Q4,0.31208,0.48982,7.62457,-6.10147,True,949.33333
5105,198.88424,-0.12339,-102.62099,-0.87990,228.66941,-119.09624,Boom!,1.08070,0.01268,12.75556,-2.17584,True,943.11070
5106,199.30360,-0.28111,-98.14245,-0.88162,229.09991,-119.51768,Q4,1.47095,1.44648,12.50421,0.80035,True,947.44680
5107,199.41338,0.77833,-96.74687,-0.88589,229.19187,-120.97058,Q4,0.50692,-0.12760,12.99357,-2.13382,True,948.69345
5108,199.61182,-0.30490,-100.88067,-0.88993,229.42967,-119.88907,Q4,1.26704,-0.77688,11.77603,-6.22142,True,947.61875
5109,200.34861,1.29182,-95.10422,-0.90015,230.17932,-121.68043,Q3,-0.81031,0.38964,9.16348,4.71888,True,954.19092
5110,201.46512,1.11342,-103.63600,-0.89008,231.27989,-121.97168,Q2,0.42856,-0.01658,10.70927,0.08922,True,955.50759
5111,200.80294,0.16372,-101.50026,-0.89054,230.60613,-120.22226,Q3,-0.57919,-0.81986,8.29855,0.67388,True,953.26455
5112,198.97052,-0.52027,-101.13233,-0.88516,228.77466,-121.11946,Boom!,-0.36061,0.26605,14.87982,-2.04001,True,944.28644
5113,199.47083,1.47121,-102.55697,-0.88317,229.25910,-119.19516,Q4,-0.46184,1.78495,10.01188,0.21781,True,946.07568
5114,200.78494,-0.55061,-103.21639,-0.88537,230.58457,-120.33779,Q3,0.81981,-0.28200,7.83726,-1.87207,True,952.31653
5115,200.22442,0.47858,-99.57813,-0.89208,230.01102,-118.69731,Q3,-0.00062,-1.40885,15.57613,-0.28681,True,951.33304
5116,200.33791,-0.94716,-103.65661,-0.88972,230.11780,-120.73007,Q3,-0.71331,-0.28260,10.00588,6.84180,True,949.86126
5117,199.38945,-0.28590,-102.29691,-0.88555,229.15551,-118.02355,Q4,0.33929,0.06455,12.84360,3.51875,True,945.79879
5118,199.42400,-1.08025,-99.60088,-0.87809,229.22159,-119.06358,Q4,-0.60489,-1.20676,9.96524,-0.85377,True,947.31954
5119,198.78859,-0.45024,-96.37547,-0.89707,228.58545,-118.90533,Boom!,0.86488,-0.39637,7.09064,0.22850,True,945.75524
5120,200.56709,0.38944,-102.76885,-0.88613,230.36621,-123.12461,Q3,-0.82290,0.50286,10.06138,-4.76245,True,951.45104
5121,198.63119,-0.24355,-100.81544,-0.88571,228.42817,-121.92060,Boom!,0.78416,0.72962,10.01369,-2.65902,True,942.74822
5122,199.62275,-1.06816,-101.88481,-0.90665,229.45583,-120.62268,Q4,0.03441,-0.82543,4.90726,0.00473,True,947.17133
5123,201.02534,0.36007,-97.50310,-0.89312,230.81525,-125.91502,Q2,0.97432,0.15091,11.65494,1.24406,True,956.37512
5124,201.57925,1.20650,-99.64171,-0.89332,231.38156,-123.29130,Q2,1.06528,2.18524,13.09820,0.84287,True,958.07540
5125,200.37115,0.45790,-99.79568,-0.88626,230.17458,-118.56004,Q3,-0.16603,-0.68863,13.26038,-3.51099,True,951.95792
5126,200.32311,-0.92989,-96.74713,-0.89130,230.12321,-119.32633,Q3,-0.65850,-2.16329,14.68116,-1.14406,True,953.24197
5127,199.97662,1.46892,-97.40635,-0.89522,229.80893,-120.93917,Q4,1.27250,-0.00544,15.65387,-1.86496,True,951.17993
5128,198.87697,-0.39633,-95.16854,-0.88782,228.67862,-119.83128,Boom!,-0.11142,0.48123,5.76207,-5.63082,True,946.80060
5129,200.15099,-0.00173,-100.86270,-0.88408,229.94214,-121.82333,Q3,-2.06630,2.35745,9.25124,-1.19054,True,950.32359
5130,198.81546,-0.20294,-98.76300,-0.88445,228.57651,-119.81525,Boom!,-0.24349,0.04124,8.17225,-0.17075,True,944.69579
5131,199.73934,-0.98084,-95.82121,-0.88888,229.52784,-118.20077,Q4,-0.13248,1.25598,12.23040,-1.72642,True,950.78609
5132,199.09519,0.16607,-100.22075,-0.89524,228.92435,-121.24734,Q4,-1.88529,-0.43287,13.35530,-0.11164,True,945.36559
5133,201.34055,-0.35446,-95.29623,-0.88907,231.15766,-122.06129,Q2,0.70014,-2.61276,6.29273,-1.71871,True,959.05463
5134,199.39134,-0.18279,-97.77979,-0.89432,229.22119,-120.77283,Q4,1.57851,1.10751,11.47792,-4.12579,True,948.06680
5135,200.10012,-0.37291,-101.25943,-0.88274,229.90403,-121.70364,Q3,0.52398,-0.09826,11.49068,-0.14521,True,949.87089
5136,200.42117,0.44006,-101.98851,-0.88379,230.21662,-122.23688,Q3,0.17159,-2.99547,13.17907,1.70523,True,951.11159
5137,199.71820,-0.15690,-95.96767,-0.87754,229.51121,-122.14146,Q4,-0.35362,1.99639,13.44381,-2.06856,True,950.60718
5138,200.12855,0.86388,-101.61291,-0.88617,229.92139,-121.19912,Q3,0.76243,0.51978,13.32233,1.63844,True,949.83628
5139,199.52604,-1.75226,-95.90068,-0.88775,229.33274,-119.43442,Q4,-1.39537,-1.57832,10.40027,-2.65460,True,949.67988
5140,200.30614,1.05231,-99.68228,-0.89125,230.13238,-117.93008,Q3,0.19081,0.77895,11.04086,-6.02865,True,951.68956
5141,198.82200,-0.21407,-101.05899,-0.88055,228.62224,-118.72855,Boom!,0.72559,-0.36119,13.52430,-1.24783,True,943.58050
5142,200.02023,0.94431,-101.08476,-0.88610,229.82481,-120.30720,Q3,0.45274,-1.60703,9.84375,0.12724,True,949.55875
5143,199.68834,-0.89591,-92.34204,-0.88300,229.48110,-118.17993,Q4,-0.07013,-0.03237,14.16766,-0.03035,True,952.27066
5144,200.17368,0.54707,-99.29547,-0.88587,229.97520,-122.51237,Q3,-1.04275,-1.74557,12.69394,2.06706,True,951.22066
5145,200.58799,-0.38476,-101.10216,-0.88466,230.38058,-121.22018,Q3,0.43499,1.56991,10.97496,0.50332,True,952.38888
5146,199.74272,0.37855,-94.74394,-0.88180,229.53179,-121.46324,Q4,1.17717,-1.90599,12.11625,-1.15203,True,951.34161
5147,197.59053,1.07246,-95.81628,-0.89202,227.38783,-117.98300,Boom!,-0.00525,-0.25367,12.82273,5.62399,True,940.04451
5148,200.23777,-0.51934,-99.10749,-0.87580,230.02102,-121.96056,Q3,0.33867,0.78719,9.88874,4.53455,True,951.63510
5149,200.43818,0.03484,-103.62697,-0.90236,230.25690,-119.59561,Q3,0.22724,0.90346,9.67949,3.80800,True,950.37740
5150,201.29037,-0.86435,-102.57385,-0.89348,231.11745,-123.48006,Q2,-0.17099,-1.98585,14.09837,0.57760,True,955.16491
5151,200.41098,-0.07891,-99.80466,-0.89172,230.20314,-121.99253,Q3,-0.39025,-0.82008,13.62414,5.97328,True,952.15258
5152,199.93424,0.00428,-106.29692,-0.89661,229.74795,-120.28518,Q4,0.79600,-0.89631,13.69116,1.22558,True,946.52276
5153,201.55321,0.84359,-102.36663,-0.89044,231.37405,-125.02634,Q2,0.07320,0.23873,10.81028,-0.19292,True,956.58274
5154,199.64705,0.05804,-96.47444,-0.88711,229.44738,-118.65709,Q4,1.10952,-0.36421,5.46409,-0.78785,True,949.99802
5155,199.07169,-0.53378,-101.13507,-0.88360,228.85143,-120.86557,Q4,0.29574,0.47664,13.31599,2.76041,True,944.79092
5156,200.87994,0.91961,-97.76048,-0.89250,230.66931,-120.81473,Q3,0.70115,-0.93862,11.36098,1.26804,True,955.51944
5157,200.08492,0.22858,-98.76314,-0.89726,229.87145,-121.30428,Q3,-0.16420,-0.53083,11.83187,0.67319,True,951.04304
5158,197.62567,0.15053,-96.11096,-0.88129,227.40768,-118.15461,Boom!,-1.59755,0.25300,17.65151,-6.50457,True,940.07287
5159,198.79235,0.18159,-98.85888,-0.89492,228.62247,-117.18004,Boom!,1.05330,-1.15786,15.10310,-2.89925,True,944.53233
5160,199.50354,0.47076,-96.43510,-0.89156,229.32858,-121.41027,Q4,0.71904,1.18784,6.93769,-0.09066,True,949.30017
5161,200.39640,0.05891,-99.66367,-0.88748,230.19988,-120.60361,Q3,1.45913,0.34631,13.75491,-0.54603,True,952.15016
5162,198.18160,0.33947,-94.15113,-0.87825,227.97066,-118.59770,Boom!,1.48337,-0.41620,6.82627,0.29047,True,943.83243
5163,199.63929,0.09062,-97.15656,-0.89303,229.45719,-118.98681,Q4,-1.80644,0.33688,8.25888,0.23109,True,949.61817
5164,199.29353,0.07474,-103.78540,-0.88068,229.07366,-119.35253,Q4,-1.85331,-0.12497,12.56087,-3.61539,True,944.57495
5165,200.30277,0.58988,-96.51163,-0.88055,230.09223,-120.08187,Q3,1.45729,0.38417,9.88831,-1.71646,True,953.25803
5166,199.65898,-1.50057,-98.76704,-0.88259,229.42292,-120.05944,Q4,0.10924,0.89293,9.35811,1.19830,True,948.91139
5167,199.24765,-0.28836,-101.41122,-0.88403,229.02655,-120.27282,Q4,-0.32304,-0.04210,11.53092,1.83130,True,945.53263
5168,200.76068,-0.68415,-101.99356,-0.89565,230.58820,-124.21257,Q3,0.68760,-1.88312,10.34654,-2.26774,True,952.80663
5169,200.14490,0.98997,-96.57213,-0.88482,229.94581,-118.98017,Q3,0.69174,-1.19350,9.45797,-0.57989,True,952.43845
5170,200.13440,0.88375,-99.55862,-0.88708,229.94249,-120.16128,Q3,0.52489,1.52094,9.41120,-3.11913,True,950.89267
5171,200.08583,0.14356,-107.49433,-0.88961,229.89603,-122.22321,Q3,1.18888,1.47356,8.96346,-6.43440,True,946.68201
5172,199.64222,0.05972,-98.82416,-0.90386,229.46741,-118.83842,Q4,-0.19650,-0.90872,14.16748,-0.55089,True,948.79900
5173,199.40138,-1.19066,-100.72528,-0.89396,229.21566,-122.15042,Q4,-1.20211,-0.05499,7.92891,4.12428,True,946.64427
5174,199.42253,1.38948,-99.99519,-0.88313,229.21497,-122.88910,Q4,2.54279,-0.56591,8.70814,-1.10335,True,947.11507
5175,198.98328,0.07768,-99.75126,-0.88958,228.80140,-118.18035,Boom!,0.12650,-1.54257,11.21481,0.52231,True,945.04077
5176,200.47705,-0.77139,-97.73675,-0.89707,230.26296,-123.69338,Q3,0.63910,-0.96474,9.33544,-1.73827,True,953.51687
5177,198.48181,0.52756,-97.10799,-0.88572,228.26395,-116.77121,Boom!,0.64878,-1.44992,7.78114,2.12941,True,943.85506
5178,199.85200,1.03954,-102.38103,-0.88951,229.66914,-124.75111,Q4,-0.94905,1.10058,11.96038,0.11371,True,948.06948
5179,199.46446,-0.16505,-98.76627,-0.88576,229.25709,-119.54483,Q4,1.84047,-0.87792,12.55317,-0.70046,True,947.93915
5180,199.62870,-0.89901,-98.17403,-0.88054,229.41425,-120.74673,Q4,-1.46569,0.13828,8.11744,0.52223,True,949.05648
5181,198.61454,0.00782,-98.88353,-0.90409,228.42498,-120.09991,Boom!,-0.78556,-0.53726,8.16071,-0.08938,True,943.63094
5182,201.18839,0.41243,-102.99980,-0.89352,231.00666,-119.87851,Q2,-0.23642,2.07414,15.63526,-1.97610,True,954.44203
5183,200.63360,0.46926,-95.02610,-0.88530,230.43360,-120.85614,Q3,0.25822,2.39190,14.21825,0.16300,True,955.65494
5184,200.30730,-0.30654,-102.14576,-0.88589,230.11155,-123.92986,Q3,-1.69779,-1.28066,10.64583,4.18281,True,950.46363
5185,199.25228,-0.48691,-96.47761,-0.88169,229.03522,-119.06179,Q4,1.46650,-1.31547,15.45421,-0.09485,True,948.02262
5186,199.54432,-0.08400,-95.48684,-0.89627,229.37732,-121.32530,Q4,-1.90926,1.37166,12.99186,-1.68174,True,949.97818
5187,200.15804,-0.37961,-95.85955,-0.89168,229.97044,-120.53037,Q3,1.08464,-0.25326,10.87058,-3.18440,True,952.86044
5188,200.02887,0.78380,-96.19525,-0.88559,229.82732,-117.76027,Q3,-0.87226,-0.58649,10.88746,-6.45006,True,952.04673
5189,200.03508,1.22216,-100.89126,-0.87984,229.82226,-118.89323,Q3,3.49848,-3.10476,9.23100,-3.02830,True,949.72975
5190,200.55027,0.79884,-99.41824,-0.89628,230.34894,-117.85318,Q3,-0.09957,-1.23791,13.52480,-2.15497,True,953.04222
5191,201.47403,1.12259,-102.66648,-0.89927,231.28259,-122.45169,Q2,0.18360,0.16382,9.11040,4.23885,True,956.03692
5192,199.28064,0.16380,-97.95831,-0.88718,229.05512,-120.29729,Q4,0.78585,-0.74071,11.80935,9.61703,True,947.42405
5193,198.50861,-1.09738,-98.15745,-0.88899,228.31509,-121.01822,Boom!,-2.09816,1.15587,10.66437,-1.05901,True,943.46432
5194,200.50228,0.24030,-102.14908,-0.89458,230.33203,-122.39302,Q3,1.02055,1.55545,10.55790,2.79257,True,951.43686
5195,198.78972,-0.58203,-99.63134,-0.88111,228.56907,-119.17462,Boom!,0.65518,-2.08775,12.79361,-4.88084,True,944.13294
5196,198.94110,-0.13614,-98.14411,-0.88220,228.73573,-119.80325,Boom!,0.90568,0.68490,9.46206,-2.07233,True,945.63343
5197,199.37991,-0.52103,-98.32146,-0.89297,229.15515,-118.12022,Q4,0.09092,0.37418,13.97160,5.87874,True,947.73882
5198,200.28456,0.38911,-104.17302,-0.88394,230.07520,-124.54343,Q3,0.24831,2.52084,14.83400,-5.46449,True,949.33627
5199,197.68470,-0.67965,-95.25707,-0.88829,227.48444,-116.19966,Boom!,0.16164,-0.30024,14.35423,2.73721,True,940.79494
5200,198.85382,-1.19316,-101.18202,-0.87706,228.63674,-122.17259,Boom!,0.13391,1.35943,13.69323,-4.87184,True,943.67811
